id_menage,region,milieu,taille_menage,nb_enfants_moins_15,ratio_dependance,sexe_chef_menage,age_chef_menage,niveau_education_chef,materiau_toit,materiau_mur,source_eau_potable,possede_terre,superficie_terre_ha,nb_bovins,nb_petits_ruminants,nb_volailles,possede_telephone,possede_radio,possede_velo,possede_moto,distance_marche_km,score_consommation_alimentaire,depenses_mensuelles_pc_fcfa,vulnerable
317,Est,Rural,7,3,0.75,Homme,62,Aucun,Tole,Banco (terre),Puits non protege,1,1.49,2,3,6,1,1,1,0,15.7,47,19983.0,0
318,Nord,Rural,2,1,1.0,Homme,61,Aucun,Tole,Banco (terre),Robinet/Eau courante,1,2.3,1,3,4,0,1,0,0,11.1,67,21957.0,0
319,Est,Urbain,9,6,2.0,Homme,52,Primaire,Tole,Dur,Puits non protege,1,0.13,1,5,3,1,1,0,1,8.7,64,13220.0,1
320,Boucle du Mouhoun,Urbain,2,1,1.0,Femme,49,Primaire,Tole,Banco (terre),Robinet/Eau courante,1,1.12,0,3,7,0,0,1,1,5.3,68,31797.0,0
321,Boucle du Mouhoun,Urbain,7,3,0.75,Homme,52,Secondaire,Chaume/Paille,Brique de ciment,Robinet/Eau courante,0,0.0,1,7,10,1,0,1,0,11.8,52,26942.0,0
322,Est,Rural,8,4,1.0,Homme,55,Aucun,Chaume/Paille,Banco (terre),Puits protege/Forage,1,1.23,0,4,4,0,0,1,1,10.4,54,20144.0,0
323,Est,Rural,8,5,1.67,Homme,35,Secondaire,Tole,Banco (terre),Puits protege/Forage,0,0.0,0,2,3,1,1,0,0,12.2,48,41919.0,0
324,Nord,Rural,6,3,1.0,Homme,55,Aucun,Tole,Dur,Puits non protege,0,0.0,3,4,5,0,0,1,1,5.7,51,21271.0,0
325,Centre-Nord,Rural,13,7,1.17,Homme,64,Primaire,Tole,Banco (terre),Puits protege/Forage,1,1.39,0,6,6,1,1,0,0,11.8,41,52363.0,0
326,Nord,Rural,11,5,0.83,Homme,42,Secondaire,Dur (beton/tuile),Brique de ciment,Puits protege/Forage,0,0.0,1,6,4,1,1,0,0,9.6,51,23837.0,0
327,Centre-Nord,Rural,9,5,1.25,Homme,41,Primaire,Chaume/Paille,Brique de ciment,Puits non protege,0,0.0,0,1,4,0,0,1,0,,49,17509.0,1
328,Nord,Rural,6,4,2.0,Homme,51,Secondaire,Tole,Banco (terre),Puits protege/Forage,1,2.89,5,1,3,1,1,1,0,12.1,45,17748.0,0
329,Nord,Urbain,9,5,1.25,Homme,37,Secondaire,Chaume/Paille,Banco (terre),Puits non protege,1,2.97,0,2,6,1,1,1,0,8.6,65,28029.0,1
330,Est,Rural,6,3,1.0,Homme,28,Aucun,Chaume/Paille,Banco (terre),Puits non protege,0,0.0,2,5,4,1,1,0,0,11.8,29,,1
331,Centre-Nord,Urbain,6,3,1.0,Homme,60,Superieur,Dur (beton/tuile),Banco (terre),Puits protege/Forage,1,2.27,0,3,9,1,1,1,1,4.5,57,28709.0,0
332,Sahel,Rural,6,3,1.0,Homme,39,Secondaire,Dur (beton/tuile),Banco (terre),Puits protege/Forage,0,0.0,1,4,2,1,0,1,0,18.6,37,22466.0,0
333,Nord,Rural,7,3,0.75,Homme,45,Aucun,Chaume/Paille,Banco (terre),Puits non protege,1,5.21,0,4,7,1,1,1,1,14.5,38,22236.0,0
334,Centre-Nord,Rural,9,5,1.25,Femme,37,Aucun,Dur (beton/tuile),Brique de ciment,Puits non protege,1,2.28,1,5,4,1,1,0,0,8.8,40,26404.0,0
335,Sahel,Rural,8,4,1.0,Femme,62,Aucun,Chaume/Paille,Banco (terre),Puits non protege,0,0.0,3,6,4,1,1,1,1,8.6,60,42282.0,1
336,Nord,Urbain,4,2,1.0,Homme,56,Secondaire,Dur (beton/tuile),Brique de ciment,Puits protege/Forage,1,3.31,2,5,8,1,1,1,0,0.3,16,21071.0,0
337,Sahel,Rural,3,1,0.5,Homme,42,Secondaire,Tole,Banco (terre),Puits protege/Forage,1,0.5,3,2,7,1,0,0,0,6.2,55,29227.0,0
338,Centre-Nord,Rural,9,5,1.25,Homme,30,Secondaire,Chaume/Paille,Banco (terre),Puits non protege,1,1.65,0,0,7,1,1,1,1,6.9,53,32857.0,0
339,Sahel,Urbain,11,7,1.75,Femme,40,Aucun,Tole,Banco (terre),Puits protege/Forage,1,4.72,2,7,6,1,0,0,0,4.7,36,15608.0,1
340,Boucle du Mouhoun,Urbain,8,4,1.0,Homme,52,Aucun,Tole,Banco (terre),Robinet/Eau courante,1,4.78,2,2,7,1,0,1,0,11.6,55,34038.0,0
341,Sahel,Rural,9,4,0.8,Homme,47,Primaire,Chaume/Paille,Brique de ciment,Puits protege/Forage,1,1.13,0,8,5,1,0,1,0,8.3,33,38829.0,0
342,Boucle du Mouhoun,Rural,7,3,0.75,Homme,46,Aucun,Chaume/Paille,Banco (terre),Puits protege/Forage,1,4.63,0,4,5,1,1,1,0,6.1,51,41555.0,1
343,Centre-Nord,Rural,7,4,1.33,Femme,48,Aucun,Tole,Brique de ciment,Puits protege/Forage,1,1.27,3,9,5,1,1,0,0,11.5,32,16335.0,0
344,Nord,Rural,8,5,1.67,Homme,55,Aucun,Chaume/Paille,Brique de ciment,Robinet/Eau courante,1,1.98,4,2,5,1,1,1,1,11.9,85,16857.0,0
345,Centre-Nord,Rural,6,2,0.5,Homme,44,Aucun,Chaume/Paille,Banco (terre),Robinet/Eau courante,1,0.33,4,2,7,0,1,1,0,8.4,66,26253.0,0
346,Centre-Nord,Rural,3,2,2.0,Homme,51,Aucun,Chaume/Paille,Brique de ciment,Puits non protege,1,3.98,0,4,7,0,1,1,0,14.7,56,25590.0,1
347,Boucle du Mouhoun,Urbain,7,4,1.33,Homme,32,Primaire,Tole,Dur,Puits non protege,1,1.22,0,5,6,1,1,0,0,11.1,37,27138.0,0
348,Sahel,Rural,10,6,1.5,Homme,78,Aucun,Chaume/Paille,Banco (terre),Puits non protege,1,0.41,0,2,8,1,1,0,0,5.1,48,22915.0,1
349,Nord,Urbain,9,4,0.8,Homme,41,Aucun,Tole,Dur,Puits protege/Forage,1,1.42,0,5,3,1,0,1,0,7.9,48,29250.0,0
350,Sahel,Rural,3,2,2.0,Femme,48,Primaire,Chaume/Paille,Banco (terre),Puits non protege,1,0.08,0,3,4,0,1,1,0,4.6,56,8524.0,1
351,Nord,Urbain,8,4,1.0,Femme,52,Superieur,Chaume/Paille,Brique de ciment,Robinet/Eau courante,1,2.53,0,4,5,1,1,1,0,4.8,58,36175.0,0
352,Sahel,Rural,8,3,0.6,Homme,40,Primaire,Tole,Banco (terre),Puits non protege,0,0.0,0,3,5,1,0,1,1,23.1,56,52174.0,1
353,Nord,Urbain,6,2,0.5,Femme,45,Primaire,Chaume/Paille,Brique de ciment,Puits protege/Forage,1,0.64,0,5,5,0,0,0,0,7.7,57,20976.0,1
354,Nord,Urbain,6,3,1.0,Homme,45,Primaire,Tole,Brique de ciment,Puits non protege,1,0.62,0,4,5,1,0,1,0,3.2,49,29468.0,0
355,Est,Rural,12,4,0.5,Homme,33,Primaire,Tole,Dur,Puits protege/Forage,1,2.4,0,4,4,1,0,1,1,12.2,57,57314.0,0
356,Nord,Rural,9,4,0.8,Homme,51,Primaire,Tole,Dur,Puits protege/Forage,1,2.61,2,5,3,1,1,1,0,7.0,42,27311.0,0
357,Centre-Nord,Rural,10,6,1.5,Femme,24,Primaire,Tole,Banco (terre),Puits protege/Forage,1,0.92,4,4,2,1,1,1,0,10.4,35,30867.0,0
358,Centre-Nord,Rural,3,2,2.0,Homme,68,Primaire,Tole,Brique de ciment,Puits protege/Forage,1,0.72,2,1,6,1,1,1,1,6.5,82,61621.0,0
359,Est,Urbain,6,2,0.5,Homme,55,Aucun,Chaume/Paille,Banco (terre),Puits protege/Forage,1,3.06,2,5,6,1,1,0,1,3.9,59,67265.0,0
360,Nord,Rural,5,2,0.67,Homme,53,Aucun,Tole,Banco (terre),Puits protege/Forage,1,0.37,0,4,3,1,1,0,0,14.5,81,16692.0,0
361,Boucle du Mouhoun,Urbain,6,3,1.0,Homme,22,Aucun,Chaume/Paille,Banco (terre),Robinet/Eau courante,1,1.08,0,3,9,1,1,1,0,14.4,48,22356.0,1
362,Sahel,Rural,6,3,1.0,Homme,35,Aucun,Chaume/Paille,Dur,Puits protege/Forage,1,0.71,1,2,4,0,1,1,1,10.4,91,40220.0,0
363,Sahel,Rural,7,3,0.75,Homme,63,Aucun,Tole,Brique de ciment,Puits protege/Forage,1,2.37,1,3,5,1,0,1,0,12.8,53,33648.0,0
364,Sahel,Rural,9,5,1.25,Homme,90,Primaire,Chaume/Paille,Banco (terre),Puits protege/Forage,0,0.0,1,1,6,1,1,1,1,7.5,70,36965.0,1
365,Nord,Urbain,9,4,0.8,Homme,61,Primaire,Tole,Dur,Robinet/Eau courante,1,3.35,0,5,4,1,0,0,0,2.3,53,8269.0,0
366,Est,Urbain,7,3,0.75,Femme,58,Aucun,Tole,Brique de ciment,Puits protege/Forage,1,1.04,0,5,5,1,1,1,0,5.9,55,11167.0,0
367,Centre-Nord,Rural,9,5,1.25,Homme,52,Aucun,Tole,Banco (terre),Robinet/Eau courante,1,2.07,0,2,3,1,0,1,0,9.7,50,60048.0,0
368,Nord,Rural,8,4,1.0,Femme,34,Aucun,Tole,Banco (terre),Puits protege/Forage,1,0.77,3,4,6,1,1,1,1,23.7,44,38110.0,0
369,Est,Urbain,10,5,1.0,Femme,58,Primaire,Dur (beton/tuile),Brique de ciment,Puits non protege,1,1.79,0,1,3,1,1,1,1,4.6,68,31544.0,0
370,Boucle du Mouhoun,Rural,7,4,1.33,Homme,31,Aucun,Tole,Brique de ciment,Puits non protege,1,0.86,0,2,6,1,1,0,1,8.5,52,15382.0,1
371,Centre-Nord,Urbain,9,6,2.0,Homme,29,Aucun,Chaume/Paille,Banco (terre),Puits protege/Forage,1,0.58,0,3,3,1,0,1,0,7.6,65,22320.0,1
372,Sahel,Rural,6,2,0.5,Homme,28,Aucun,Tole,Banco (terre),Puits protege/Forage,0,0.0,3,6,6,0,1,0,1,7.4,66,34764.0,0
373,Est,Rural,13,7,1.17,Femme,58,Primaire,Chaume/Paille,Banco (terre),Puits protege/Forage,1,0.75,2,10,8,1,1,0,1,6.8,75,14438.0,0
374,Est,Rural,7,3,0.75,Homme,44,Aucun,Chaume/Paille,Banco (terre),Robinet/Eau courante,0,0.0,0,3,10,0,1,0,0,10.9,59,19587.0,1
375,Sahel,Rural,4,2,1.0,Homme,46,Primaire,Chaume/Paille,Banco (terre),Puits protege/Forage,1,1.67,2,2,8,1,1,1,0,5.5,28,31854.0,0
376,Sahel,Rural,5,2,0.67,Homme,45,Primaire,Chaume/Paille,Banco (terre),Puits protege/Forage,1,1.9,0,8,3,0,0,0,0,11.3,47,35080.0,1
377,Boucle du Mouhoun,Rural,7,3,0.75,Homme,30,Secondaire,Chaume/Paille,Banco (terre),Puits protege/Forage,0,0.0,0,5,7,1,1,0,1,7.8,52,21261.0,0
378,Est,Urbain,8,3,0.6,Femme,36,Primaire,Chaume/Paille,Brique de ciment,Puits non protege,1,2.24,0,4,9,1,0,1,0,8.5,52,41857.0,1
379,Est,Rural,5,3,1.5,Femme,37,Aucun,Tole,Banco (terre),Puits protege/Forage,1,0.81,0,3,6,1,0,1,0,16.0,73,41250.0,1
380,Centre-Nord,Rural,8,4,1.0,Homme,27,Aucun,Tole,Banco (terre),Robinet/Eau courante,1,0.43,0,3,4,1,0,1,0,6.8,70,12007.0,0
381,Nord,Rural,6,4,2.0,Homme,38,Secondaire,Dur (beton/tuile),Banco (terre),Puits non protege,0,0.0,0,4,6,1,0,1,1,8.4,50,56223.0,0
382,Boucle du Mouhoun,Rural,9,4,0.8,Homme,31,Aucun,Chaume/Paille,Dur,Robinet/Eau courante,1,1.19,1,3,3,1,1,1,0,14.1,91,45474.0,0
383,Centre-Nord,Rural,11,7,1.75,Homme,53,Secondaire,Chaume/Paille,Banco (terre),Puits protege/Forage,1,2.1,0,4,7,1,0,0,1,10.4,46,29524.0,1
384,Est,Rural,5,3,1.5,Homme,54,Primaire,Tole,Banco (terre),Puits non protege,1,5.34,2,6,5,1,0,0,1,18.5,48,25291.0,1
385,Est,Urbain,3,1,0.5,Homme,28,Aucun,Chaume/Paille,Banco (terre),Robinet/Eau courante,1,1.65,0,3,9,1,0,0,0,6.5,35,38377.0,0
386,Boucle du Mouhoun,Rural,9,5,1.25,Femme,41,Aucun,Chaume/Paille,Brique de ciment,Puits protege/Forage,1,2.32,0,3,7,1,1,1,0,15.6,27,34207.0,1
387,Centre-Nord,Urbain,7,4,1.33,Homme,69,Secondaire,Tole,Banco (terre),Puits protege/Forage,1,0.32,1,3,5,1,1,0,0,2.0,33,23809.0,0
388,Boucle du Mouhoun,Rural,7,3,0.75,Homme,32,Superieur,Tole,Banco (terre),Puits non protege,0,0.0,0,2,2,1,1,1,1,6.8,68,55427.0,0
389,Sahel,Urbain,6,3,1.0,Homme,51,Secondaire,Chaume/Paille,Brique de ciment,Puits non protege,1,1.37,0,9,5,1,1,1,1,13.4,64,10435.0,1
390,Centre-Nord,Rural,7,4,1.33,Homme,46,Aucun,Tole,Brique de ciment,Puits protege/Forage,1,0.47,0,4,7,1,1,1,1,6.7,38,19946.0,1
391,Nord,Rural,8,4,1.0,Homme,59,Primaire,Tole,Banco (terre),Puits non protege,1,3.37,2,8,12,1,0,1,0,17.5,54,32909.0,0
392,Sahel,Urbain,7,3,0.75,Homme,49,Aucun,Tole,Banco (terre),Puits non protege,1,1.41,0,5,9,1,1,1,0,3.1,65,26280.0,1
393,Nord,Urbain,10,6,1.5,Homme,39,Aucun,Chaume/Paille,Dur,Robinet/Eau courante,1,3.0,0,4,4,1,1,0,0,1.6,19,36858.0,1
394,Nord,Urbain,9,4,0.8,Femme,46,Primaire,Tole,Dur,Puits protege/Forage,1,5.73,2,6,2,1,1,1,0,4.6,80,14363.0,0
395,Sahel,Rural,8,4,1.0,Femme,46,Superieur,Tole,Brique de ciment,Puits protege/Forage,1,0.36,0,2,6,1,1,1,1,6.0,69,23993.0,0
396,Est,Urbain,8,4,1.0,Homme,44,Aucun,Chaume/Paille,Brique de ciment,Robinet/Eau courante,1,0.78,0,4,5,1,0,1,1,8.0,65,45146.0,0
397,Centre-Nord,Urbain,7,5,2.5,Homme,28,Primaire,Tole,Brique de ciment,Puits non protege,1,2.63,0,2,2,1,0,0,0,0.6,71,13737.0,0
398,Est,Urbain,7,3,0.75,Homme,61,Aucun,Tole,Dur,Puits non protege,1,1.49,3,2,6,1,1,1,1,16.8,19,24144.0,1
399,Est,Rural,5,2,0.67,Homme,59,Aucun,Chaume/Paille,Banco (terre),Puits protege/Forage,1,0.1,0,5,12,1,1,0,0,9.7,49,21187.0,1
400,Est,Urbain,12,5,0.71,Femme,31,Aucun,Tole,Dur,Puits protege/Forage,1,1.1,4,6,4,1,1,0,0,8.3,72,31682.0,0
401,Est,Urbain,5,3,1.5,Femme,41,Secondaire,Tole,Brique de ciment,Puits non protege,1,1.25,0,5,5,0,1,1,1,9.0,52,32109.0,0
402,Boucle du Mouhoun,Urbain,2,1,1.0,Homme,42,Aucun,Tole,Brique de ciment,Puits protege/Forage,1,1.42,1,3,8,1,1,0,1,6.1,64,28105.0,0
403,Centre-Nord,Rural,10,5,1.0,Femme,30,Primaire,Chaume/Paille,Banco (terre),Puits non protege,1,0.75,1,2,8,1,1,0,1,11.3,75,23613.0,0
404,Sahel,Rural,7,3,0.75,Homme,21,Aucun,Tole,Banco (terre),Puits protege/Forage,1,4.08,0,5,7,0,0,1,1,8.1,63,27680.0,0
405,Boucle du Mouhoun,Urbain,4,2,1.0,Homme,36,Aucun,Chaume/Paille,Brique de ciment,Puits protege/Forage,1,0.32,0,3,5,1,1,0,0,9.0,48,24982.0,1
406,Centre-Nord,Rural,5,2,0.67,Homme,40,Aucun,Tole,Brique de ciment,Puits protege/Forage,0,0.0,4,4,3,1,1,1,1,18.9,61,26513.0,0
407,Est,Urbain,4,2,1.0,Homme,26,Aucun,Tole,Banco (terre),Puits non protege,1,0.93,0,4,4,1,1,0,1,4.0,25,51825.0,0
408,Centre-Nord,Rural,11,4,0.57,Femme,47,Primaire,Tole,Brique de ciment,Puits non protege,0,0.0,0,3,5,1,0,1,0,13.8,60,15662.0,1
409,Sahel,Rural,6,2,0.5,Femme,60,Primaire,Tole,Banco (terre),Robinet/Eau courante,1,3.71,0,2,6,1,1,1,0,14.9,64,31374.0,0
410,Boucle du Mouhoun,Urbain,3,1,0.5,Homme,56,Secondaire,Chaume/Paille,Banco (terre),Robinet/Eau courante,1,1.19,0,2,8,1,0,1,1,3.9,54,17607.0,0
411,Nord,Rural,5,2,0.67,Homme,43,Aucun,Chaume/Paille,Brique de ciment,Puits protege/Forage,0,0.0,2,1,8,1,1,1,1,9.3,71,64844.0,0
412,Nord,Rural,7,3,0.75,Homme,21,Primaire,Tole,Brique de ciment,Puits non protege,1,2.76,0,4,5,1,1,1,0,9.1,56,28004.0,0
413,Sahel,Urbain,4,2,1.0,Homme,54,Secondaire,Chaume/Paille,Banco (terre),Puits protege/Forage,1,1.54,0,4,7,1,1,1,0,4.7,54,15206.0,0
414,Boucle du Mouhoun,Urbain,5,2,0.67,Homme,47,Aucun,Tole,Banco (terre),Puits non protege,0,0.0,0,6,6,1,0,0,0,3.1,81,24237.0,0
415,Sahel,Urbain,9,3,0.5,Homme,51,Secondaire,Tole,Banco (terre),Puits non protege,1,0.42,2,5,9,1,1,1,0,5.4,37,13954.0,0
416,Sahel,Rural,5,2,0.67,Homme,70,Secondaire,Tole,Brique de ciment,Puits non protege,1,2.09,3,3,2,0,1,1,1,8.5,74,20233.0,0
417,Sahel,Rural,7,3,0.75,Homme,34,Secondaire,Chaume/Paille,Dur,Puits non protege,0,0.0,6,7,3,1,1,0,0,16.3,73,35493.0,0
418,Centre-Nord,Urbain,9,3,0.5,Homme,18,Primaire,Tole,Brique de ciment,Puits non protege,1,1.96,0,5,8,1,1,0,0,6.5,66,49640.0,0
419,Sahel,Rural,8,3,0.6,Femme,31,Primaire,Chaume/Paille,Brique de ciment,Puits non protege,1,0.24,3,5,5,1,0,1,0,7.4,46,43753.0,1
420,Boucle du Mouhoun,Rural,14,8,1.33,Homme,51,Primaire,Dur (beton/tuile),Banco (terre),Robinet/Eau courante,0,0.0,0,3,7,1,1,0,1,16.8,57,25663.0,0
421,Nord,Rural,8,5,1.67,Homme,45,Primaire,Tole,Banco (terre),Puits protege/Forage,1,4.19,0,5,6,1,0,0,1,15.3,39,34771.0,0
422,Sahel,Rural,11,6,1.2,Homme,29,Superieur,Tole,Brique de ciment,Puits protege/Forage,1,1.11,3,6,6,1,1,1,1,8.6,43,38709.0,0
423,Sahel,Urbain,6,2,0.5,Homme,27,Aucun,Tole,Banco (terre),Puits non protege,1,1.1,0,3,3,1,1,1,0,6.2,54,74041.0,1
424,Sahel,Urbain,7,5,2.5,Homme,40,Secondaire,Chaume/Paille,Banco (terre),Robinet/Eau courante,1,2.56,0,4,4,1,0,1,0,12.4,38,20501.0,1
425,Nord,Urbain,5,3,1.5,Homme,29,Primaire,Tole,Banco (terre),Puits non protege,1,2.23,1,3,6,1,0,0,0,9.5,48,53063.0,0
426,Centre-Nord,Rural,7,3,0.75,Homme,52,Aucun,Tole,Brique de ciment,Puits non protege,1,1.59,5,5,9,1,1,1,1,5.3,34,16458.0,0
427,Sahel,Rural,7,3,0.75,Homme,40,Primaire,Chaume/Paille,Banco (terre),Puits protege/Forage,1,0.8,5,4,10,0,1,1,1,6.6,62,45751.0,0
428,Centre-Nord,Rural,9,5,1.25,Homme,37,Secondaire,Dur (beton/tuile),Banco (terre),Puits protege/Forage,1,1.01,3,2,4,0,0,1,0,7.6,78,20347.0,0
429,Sahel,Rural,6,4,2.0,Homme,35,Primaire,Tole,Brique de ciment,Puits protege/Forage,1,0.6,0,6,4,1,1,1,0,8.0,87,19778.0,0
430,Centre-Nord,Rural,14,8,1.33,Femme,48,Secondaire,Dur (beton/tuile),Banco (terre),Puits protege/Forage,1,0.21,3,6,12,1,1,1,1,9.2,35,23669.0,0
431,Boucle du Mouhoun,Rural,9,5,1.25,Homme,46,Aucun,Tole,Banco (terre),Puits protege/Forage,0,0.0,6,2,3,0,0,1,1,11.1,38,18974.0,1
432,Centre-Nord,Rural,4,2,1.0,Homme,48,Secondaire,Chaume/Paille,Brique de ciment,Puits non protege,1,2.66,0,5,6,1,0,0,1,9.2,51,32589.0,0
433,Nord,Rural,9,6,2.0,Homme,47,Primaire,Tole,Dur,Puits protege/Forage,1,2.47,0,0,6,1,0,1,0,15.0,65,46721.0,0
434,Centre-Nord,Urbain,6,2,0.5,Homme,44,Secondaire,Chaume/Paille,Banco (terre),Puits protege/Forage,1,2.44,2,5,4,1,1,1,1,4.0,51,10402.0,0
435,Sahel,Rural,10,4,0.67,Homme,32,Aucun,Tole,Banco (terre),Puits non protege,1,1.28,2,3,7,1,0,1,0,15.0,69,24870.0,1
436,Sahel,Rural,5,3,1.5,Homme,36,Aucun,Chaume/Paille,Banco (terre),Puits non protege,1,1.14,2,1,5,1,1,1,1,10.5,62,16499.0,1
437,Sahel,Urbain,6,2,0.5,Homme,40,Secondaire,Tole,Banco (terre),Robinet/Eau courante,0,0.0,1,4,7,1,1,0,0,6.2,26,40428.0,0
438,Nord,Urbain,8,4,1.0,Homme,72,Aucun,Chaume/Paille,Brique de ciment,Puits non protege,1,2.82,1,6,4,1,1,0,0,8.9,55,50980.0,1
439,Centre-Nord,Urbain,7,3,0.75,Homme,27,Aucun,Chaume/Paille,Brique de ciment,Puits non protege,1,7.55,0,5,3,1,1,1,0,8.0,34,24870.0,0
440,Nord,Rural,12,5,0.71,Homme,40,Secondaire,Chaume/Paille,Banco (terre),Robinet/Eau courante,1,2.08,2,2,5,1,0,1,0,9.2,45,19604.0,0
441,Centre-Nord,Urbain,10,4,0.67,Homme,46,Primaire,Tole,Brique de ciment,Puits protege/Forage,1,3.11,1,6,5,1,1,0,1,3.1,47,13006.0,0
442,Sahel,Rural,5,3,1.5,Homme,41,Secondaire,Chaume/Paille,Banco (terre),Puits protege/Forage,1,3.12,0,6,8,1,0,1,1,16.5,66,64664.0,0
443,Centre-Nord,Rural,8,4,1.0,Homme,59,Primaire,Chaume/Paille,Banco (terre),Puits protege/Forage,1,4.38,2,5,7,0,0,0,1,9.9,53,48704.0,0
444,Sahel,Rural,4,2,1.0,Homme,41,Secondaire,Chaume/Paille,Dur,Puits non protege,1,0.71,3,2,5,1,1,1,1,10.0,46,11044.0,1
445,Sahel,Rural,7,3,0.75,Homme,42,Primaire,Chaume/Paille,Banco (terre),Puits protege/Forage,1,0.32,0,4,9,1,0,1,0,25.9,87,36133.0,1
446,Centre-Nord,Rural,6,4,2.0,Homme,56,Primaire,Dur (beton/tuile),Banco (terre),Puits non protege,1,1.78,2,3,5,1,1,1,1,15.1,40,16310.0,0
447,Boucle du Mouhoun,Rural,5,3,1.5,Homme,69,Secondaire,Tole,Brique de ciment,Robinet/Eau courante,1,1.38,3,1,7,1,1,1,1,,58,21400.0,0
448,Nord,Urbain,1,1,0.0,Homme,63,Primaire,Chaume/Paille,Banco (terre),Puits non protege,0,0.0,4,4,7,1,1,0,1,5.6,64,15339.0,0
449,Sahel,Rural,9,4,0.8,Homme,43,Aucun,Chaume/Paille,Banco (terre),Puits protege/Forage,1,0.61,0,7,4,1,1,1,0,6.8,56,10934.0,1
450,Nord,Rural,8,3,0.6,Homme,44,Aucun,Chaume/Paille,Banco (terre),Puits protege/Forage,1,5.33,0,5,2,0,1,1,0,6.1,39,26357.0,1
451,Sahel,Rural,6,4,2.0,Homme,46,Primaire,Chaume/Paille,Banco (terre),Puits non protege,1,1.39,2,6,5,1,0,1,1,8.8,39,63129.0,1
452,Boucle du Mouhoun,Rural,6,4,2.0,Homme,47,Primaire,Chaume/Paille,Banco (terre),Puits protege/Forage,1,0.54,2,4,6,1,1,1,1,11.6,64,17735.0,1
453,Centre-Nord,Rural,7,3,0.75,Femme,34,Primaire,Chaume/Paille,Banco (terre),Puits protege/Forage,1,4.67,1,6,6,0,0,0,0,7.0,71,40179.0,0
454,Sahel,Rural,7,4,1.33,Homme,57,Primaire,Chaume/Paille,Banco (terre),Puits non protege,1,0.72,1,6,3,0,0,1,0,13.5,53,43120.0,0
455,Sahel,Rural,11,6,1.2,Femme,48,Secondaire,Chaume/Paille,Banco (terre),Robinet/Eau courante,1,3.12,0,8,10,1,0,0,0,6.5,33,37227.0,0
456,Sahel,Urbain,4,2,1.0,Homme,44,Aucun,Tole,Brique de ciment,Puits non protege,1,1.82,0,3,5,1,0,1,1,4.9,54,66066.0,0
457,Boucle du Mouhoun,Urbain,12,6,1.0,Homme,28,Primaire,Chaume/Paille,Brique de ciment,Puits protege/Forage,1,5.31,1,4,3,1,0,0,0,9.0,78,41351.0,0
458,Est,Rural,8,3,0.6,Femme,46,Primaire,Tole,Brique de ciment,Puits protege/Forage,1,3.61,2,3,2,1,1,0,1,21.6,38,60603.0,0
459,Centre-Nord,Urbain,6,2,0.5,Homme,20,Aucun,Tole,Brique de ciment,Puits protege/Forage,1,1.36,0,5,10,1,1,1,0,13.6,49,16056.0,0
460,Nord,Urbain,6,4,2.0,Homme,37,Primaire,Tole,Brique de ciment,Puits protege/Forage,1,4.69,2,5,10,0,1,1,0,11.8,55,37625.0,1
461,Nord,Urbain,11,5,0.83,Homme,38,Primaire,Chaume/Paille,Banco (terre),Puits protege/Forage,1,2.27,2,6,5,1,1,1,0,6.1,71,53099.0,0
462,Sahel,Rural,11,6,1.2,Homme,49,Secondaire,Tole,Banco (terre),Puits protege/Forage,0,0.0,0,1,5,0,1,1,0,13.9,45,19008.0,1
463,Boucle du Mouhoun,Urbain,8,5,1.67,Homme,69,Aucun,Tole,Banco (terre),Puits protege/Forage,1,1.79,1,4,13,1,1,1,0,4.6,62,5604.0,1
464,Est,Urbain,9,6,2.0,Femme,52,Aucun,Dur (beton/tuile),Banco (terre),Puits protege/Forage,1,3.21,3,2,5,1,1,1,1,8.6,76,15210.0,0
465,Nord,Urbain,9,4,0.8,Homme,64,Primaire,Tole,Dur,Puits protege/Forage,1,1.3,2,4,9,0,0,0,0,1.9,30,19416.0,0
466,Nord,Rural,5,2,0.67,Homme,53,Secondaire,Chaume/Paille,Banco (terre),Puits non protege,1,1.02,0,2,6,1,0,0,0,11.1,33,34632.0,1
467,Nord,Rural,7,3,0.75,Homme,60,Primaire,Dur (beton/tuile),Brique de ciment,Puits non protege,1,0.82,0,5,8,1,1,1,1,5.9,52,20850.0,0
468,Boucle du Mouhoun,Rural,5,3,1.5,Homme,69,Aucun,Tole,Banco (terre),Puits protege/Forage,1,2.06,1,2,5,0,0,0,0,15.3,69,26941.0,0
469,Sahel,Rural,8,4,1.0,Homme,35,Secondaire,Chaume/Paille,Banco (terre),Robinet/Eau courante,1,0.87,0,5,3,1,1,1,0,13.5,59,20497.0,0
470,Nord,Rural,5,3,1.5,Homme,35,Aucun,Chaume/Paille,Banco (terre),Puits non protege,1,3.25,2,5,7,1,1,1,1,18.5,71,25391.0,1
471,Est,Rural,9,4,0.8,Homme,54,Aucun,Dur (beton/tuile),Banco (terre),Puits protege/Forage,0,0.0,0,4,3,1,1,1,0,6.2,27,26113.0,0
472,Est,Rural,5,2,0.67,Homme,45,Aucun,Chaume/Paille,Banco (terre),Puits non protege,0,0.0,2,3,5,1,0,0,0,25.8,59,20240.0,1
473,Sahel,Rural,11,7,1.75,Homme,48,Primaire,Tole,Brique de ciment,Puits protege/Forage,0,0.0,2,2,9,1,1,1,0,9.6,8,38932.0,1
